层级,快照,名次,key,条数,行占比%,流量占比%
自下而上 叶,2026搜索随机1w,10,26,348,3.48,2.627184682177446
自下而上 叶,助手头部1k,1,19,119,12.421711899791232,12.30830344490407
自下而上 叶,助手头部1k,2,12,96,10.020876826722338,8.324452745724905
自下而上 叶,助手头部1k,3,18,75,7.828810020876826,11.141795291951706
自下而上 叶,助手头部1k,4,9,55,5.741127348643007,4.175594999369765
自下而上 叶,助手头部1k,5,24,49,5.11482254697286,3.7225895411505423
自下而上 叶,助手头部1k,6,20,43,4.488517745302714,3.663003663003663
自下而上 叶,助手头部1k,7,25,35,3.653444676409186,4.023192657186401
自下而上 叶,助手头部1k,8,47,30,3.1315240083507305,4.954031022852711
自下而上 叶,助手头部1k,9,2,29,3.0271398747390394,4.4269251777072425
